BookID,Title,Author,Genre,ISBN,TotalCopies,AvailableCopies,PublishedYear
3779,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann;Phyllis Haddox;Elaine Bruner,Education,9780671631987,10,2,1986
3780,Field Guide to Home Buying in America,Stephen M. Pollan;Mark Levine,Business & Economics,9780671639617,10,5,1988
3781,Wind Child,Nancy Harding,Fiction,9780671646196,10,9,1990
3782,Anne Frank Remembered,Miep Gies;Alison Leslie Gold,History,9780671662349,10,3,1988
3783,Ghost Story,Peter Straub,Fiction,9780671685638,10,2,1989
3784,Blue World,Robert R. McCammon,Fiction,9780671695187,10,1,1990
3785,Cyclops,Clive Cussler,Fiction,9780671704643,10,1,1989
3786,The Seven Habits of Highly Effective People,Stephen R. Covey,Business & Economics,9780671708634,10,4,1990
3787,A Cast of Corbies,Josepha Sherman;Mercedes Lackey,Fiction,9780671722074,10,1,1994
3788,Shakespeare's Sonnets,Helen Hunt;William Shakespeare,Drama,9780671722876,10,8,2004
3789,The Color Purple,Alice Walker,Fiction,9780671727796,10,5,1985
3790,Night of the Fox,Jack Higgins,Fiction,9780671728205,10,7,1991
3791,Wolf's Hour,Robert McCammon,Fiction,9780671731427,10,7,1990
3792,Journey To Ixtlan,Carlos Castaneda,"Body, Mind & Spirit",9780671732462,10,3,1991
3793,Second Ring of Power,Carlos Castaneda,Fiction,9780671732479,10,9,1991
3794,Power of Silence,Carlos Castaneda,Fiction,9780671732486,10,9,1991
3795,Fire from Within,Carlos Castaneda,"Body, Mind & Spirit",9780671732509,10,5,1984
3796,Tales of Power,Carlos Castaneda,Fiction,9780671732523,10,10,1992
3797,STINGER,Robert McCammon,Fiction,9780671737764,10,6,1988
3798,The Story of Philosophy,Will Durant,Biography & Autobiography,9780671739164,10,7,1991
3799,Swan Song,Robert McCammon,Fiction,9780671741037,10,4,1987
3800,Long Dark Tea-Time of the Soul,Douglas Adams,Fiction,9780671742515,10,1,1990
3801,Boy's Life,Robert McCammon,Fiction,9780671743055,10,8,1992
3802,Joy Within,Joan Goldstein;Manuela Soares,"Body, Mind & Spirit",9780671763794,10,5,1990
3803,Mystery Walk,Robert R. McCammon,Fiction,9780671769918,10,5,1992
3804,The Hidden Persuaders,Vance Packard,Advertising,9780671771621,10,9,1958
3805,Principle Centered Leadership,Stephen R. Covey,Business & Economics,9780671792800,10,3,1992
3806,In the Name of Love,Ann Rule,Literary Criticism,9780671793562,10,10,1998
3807,Star Trek: The Next Generation: Nightshade,Laurell K. Hamilton,Fiction,9780671795665,10,6,1992
3808,Scar Lover,Harry Crews,Fiction,9780671797867,10,3,1993
3809,End zone,Don DeLillo,Fiction,9780671820121,10,9,1973
3810,The Good Earth,Pearl Sydenstricker Buck,China,9780671823498,10,1,1958
3811,Lincoln at Gettysburg,Garry Wills,History,9780671867423,10,5,1992
3812,Forever After,Roger Zelazny,Fiction,9780671876999,10,9,1995
3813,The Ship Avenged,S. M. Stirling,Fiction,9780671877668,10,9,1997
3814,The Free Bards,Lackey,Fiction,9780671877781,10,8,1997
3815,Berserkers,Fred Saberhagen,Fiction,9780671878849,10,8,1998
3816,What Jane Austen Ate and Charles Dickens Knew,Daniel Pool,Education,9780671882365,10,7,1994
3817,Daily Reflections for Highly Effective People,Stephen R. Covey,Business & Economics,9780671887179,10,10,1994
3818,Seamus Heaney,Helen Hennessy Vendler,Literary Criticism,9780674002050,10,3,2000
3819,American Tragedy,David E. Kaiser,History,9780674006720,10,4,2000
3820,This Craft of Verse,Jorge Luis Borges;Calin Andrei Mihailescu,Literary Criticism,9780674008205,10,2,2002
3821,The Gardens of Emily Dickinson,Judith FARR;Louise Carter,Architecture,9780674018297,10,3,2005
3822,Rebecca's Revival,Jon F Sensbach,Biography & Autobiography,9780674022577,10,6,2005
3823,The Writer of Modern Life,Walter Benjamin,Literary Criticism,9780674022874,10,6,2006
3824,Iron Kingdom,"Christopher M. Clark;University Christopher Clark, MD",History,9780674023857,10,1,2006
3825,Ancilla to the Pre-Socratic Philosophers,Mary Fitt;Kathleen Freeman,Philosophy,9780674035010,10,2,1983
3826,Doubling the Point,Professor of General Literature J M Coetzee;J. M. Coetzee,Literary Criticism,9780674215184,10,4,1992
3827,Ethics and the Limits of Philosophy,Bernard Williams,Philosophy,9780674268586,10,4,1985
3828,The Ethics of Authenticity,Charles Taylor,Philosophy,9780674268630,10,2,1992
3829,The Fate of Reason,Frederick C. Beiser,Philosophy,9780674295032,10,1,1993
3830,"New Worlds, Ancient Texts",Anthony Grafton;Nancy G. Siraisi;April Shelford,History,9780674618763,10,7,1992
3831,The Art of Shakespeare's Sonnets,Helen Vendler,Literary Criticism,9780674637122,10,7,1999
3832,Origins of the Modern Mind,Merlin Donald,Medical,9780674644847,10,9,1991
3833,Playing in the Dark,Toni Morrison,Literary Criticism,9780674673779,10,3,1992
3834,The Principles of Psychology,William James,Psychology,9780674705593,10,8,1981
3835,The Roman Empire,Colin Michael Wells,History,9780674777705,10,5,1995
3836,Sex and Reason,Richard A. POSNER,Law,9780674802803,10,3,1994
3837,"Sor Juana, Or, The Traps of Faith",Octavio Paz,Literary Criticism,9780674821064,10,7,1988
3838,Sources of the Self,Charles Taylor,Philosophy,9780674824263,10,10,1989
3839,"Time's Arrow, Time's Cycle",Stephen Jay Gould,Science,9780674891999,10,10,1987
3840,The Visible Hand,Alfred D. Chandler Jr.,Business & Economics,9780674940529,10,1,1977
3841,Wittgenstein on Rules and Private Language,Saul A. Kripke,Philosophy,9780674954014,10,9,1982
3842,"The World, the Text, and the Critic",Edward W. Said,Literary Criticism,9780674961876,10,6,1983
3843,De officiis,Marcus Tullius Cicero;Walter Miller,Fiction,9780674990333,10,7,1975
3844,Metamorphoses,Publius Ovidius Naso (Dichter),"Mythology, Classical",9780674990463,10,2,1984
3845,Metamorphoses,Ovid,Science,9780674990470,10,4,1976
3846,Plato in twelve volumes,Plato,Literary Criticism,9780674991842,10,8,1975
3847,History of the Peloponnesian War,Thucydides,History,9780674991873,10,7,1976
3848,Hiero,Xenophon,Electronic books,9780674992023,10,1,1925
3849,Cicero in Twenty-eight Volumes,Marcus Tullius Cicero,"Consuls, Roman",9780674992184,10,10,1967
3850,Epictetus,Epictetus,Philosophy,9780674992405,10,7,1967
3851,"The Art of Love, and Other Poems",Ovid,Love poetry,9780674992559,10,7,1985
3852,"Plato, with an English Translation",Plato,"Philosophy, Ancient",9780674992627,10,9,1914
3853,Babrius and Phaedrus,Babrius;Phaedrus;Ben Edwin Perry,Biography & Autobiography,9780674994805,10,2,1965
3854,Αλκηστισ,Euripides,Alcestis (Greek mythology),9780674995666,10,5,1994
3855,Fragmenta,Plutarcus;Ευριπιδες,Literary Criticism,9780674995741,10,7,1999
3856,Hesiod,Hesiodtus,Agriculture,9780674996236,10,5,2006
3857,Never Let Me Go,Kazuo Ishiguro,Boarding school-fiction,9780676977110,10,10,2006
3858,Doctor Faustus,Thomas Mann,Fiction,9780679409960,10,9,1992
3859,Toni Morrison,Toni Morrison,African Americans,9780679411673,10,1,1994
3860,The Aeneid,Virgil,Poetry,9780679413356,10,8,1992
3861,If on a Winter's Night a Traveler,Italo Calvino;William Weaver,Fiction,9780679420255,10,1,1993
3862,The Stranger,Albert Camus;Matthew Ward,Fiction,9780679420262,10,3,1993
3863,Crime and Punishment,Fyodor Dostoyevsky,Fiction,9780679420293,10,2,1993
3864,Selected Short Stories of William Faulkner,William Faulkner,Fiction,9780679424789,10,7,1993
3865,The Complete Collected Poems of Maya Angelou,Maya Angelou,Poetry,9780679428954,10,4,1994
3866,The Sword of Honour Trilogy,Evelyn Waugh,Fiction,9780679431367,10,8,1994
3867,Gargantua and Pantagruel,François Rabelais,Fiction,9780679431374,10,3,1994
3868,In the Kitchen with Rosie,Rosie Daley,Cooking,9780679434047,10,4,1994
3869,Rabbit Angstrom,John Updike,Fiction,9780679444596,10,6,1995
3870,A fine balance,Rohinton Mistry,Fiction,9780679446088,10,5,1996
3871,Swann's Way,Marcel Proust,Fiction,9780679600053,10,10,1992
3872,The Sound and the Fury,William Faulkner,Fiction,9780679600176,10,7,1992
3873,Stars in Their Courses,Shelby Foote,History,9780679601128,10,7,1994
3874,The Poetry and Short Stories of Dorothy Parker,Dorothy Parker,Poetry,9780679601326,10,10,1994
3875,Fear and Loathing in Las Vegas and Other American Stories,Hunter S. Thompson,Biography & Autobiography,9780679602989,10,9,1998
3876,"Blood Meridian, Or, The Evening Redness in the West",Cormac McCarthy,Fiction,9780679641049,10,6,2001
3877,"In Search of Lost Time, Volume IV",Marcel Proust,Fiction,9780679641810,10,6,2000
3878,The Red and the Black,Stendhal,Fiction,9780679642848,10,7,2003
3879,The Killer Angels,Michael Shaara,Fiction,9780679643241,10,6,2004
3880,The Collected Autobiographies of Maya Angelou,Maya Angelou,Biography & Autobiography,9780679643258,10,6,2004
3881,The Murders in the Rue Morgue,Edgar Allan Poe,Fiction,9780679643425,10,7,2006
3882,Darkness Visible,William Styron,Biography & Autobiography,9780679643524,10,5,2007
3883,The Fall,Albert Camus,Fiction,9780679720225,10,6,1956
3884,Hiroshima,John Hersey,History,9780679721031,10,5,1989
3885,Mama Day,Gloria Naylor,Fiction,9780679721819,10,9,1989
3886,Where I'm Calling from,Raymond Carver,Fiction,9780679722311,10,7,1989
3887,Running Dog,Don DeLillo,Fiction,9780679722946,10,10,1989
3888,The Names,Don DeLillo,Fiction,9780679722953,10,6,1989
3889,What We Talk about when We Talk about Love,Raymond Carver,Fiction,9780679723059,10,2,1989
3890,Gideon's Trumpet,Anthony Lewis,History,9780679723127,10,10,1989
3891,Invisible Man,Ralph Ellison,African American men,9780679723134,10,6,1990
3892,Lolita,Vladimir Vladimirovich Nabokov,Fiction,9780679723165,10,5,1997
3893,Cathedral,Raymond Carver,Fiction,9780679723691,10,1,1989
3894,The History of Sexuality,Michel Foucault,Sex customs,9780679724698,10,9,1990
3895,"I, Claudius",Robert Graves,Fiction,9780679724773,10,3,1989
3896,"No Exit, and Three Other Plays",Jean-Paul Sartre,Drama,9780679725169,10,9,1989
3897,"Ada, Or, Ardor, a Family Chronicle",Vladimir Vladimirovich Nabokov,Fiction,9780679725220,10,1,1990
3898,Aké,Wole Soyinka,Biography & Autobiography,9780679725404,10,10,1981
3899,Strong Opinions,Vladimir Vladimirovich Nabokov,Literary Collections,9780679726098,10,4,1990
3900,Mary,Владимир Владимирович Набоков,Fiction,9780679726203,10,10,1989
3901,The Complete Monty Python's Flying Circus,Graham Chapman;Monty Python (Comedy troupe);Terry Gilliam;Eric Idle;Terry Jones,Humor,9780679726487,10,3,1989
3902,The Defense,Vladimir Vladimirovich Nabokov;Michael Scammell,Fiction,9780679727224,10,10,1990
3903,The Eye,Владимир Владимирович Набоков,Fiction,9780679727231,10,7,1990
3904,The Annotated Lolita,Владимир Владимирович Набоков;Vladimir Vladimirovich Nabokov,Fiction,9780679727293,10,5,1991
3905,Maus II,Art Spiegelman,Biography & Autobiography,9780679729778,10,8,1991
3906,The Best of Roald Dahl,Roald Dahl,Fiction,9780679729914,10,7,1990
3907,The Stories of Vladimir Nabokov,Vladimir Vladimirovich Nabokov,Fiction,9780679729976,10,8,1995
3908,Hit Men,Fredric Dannen,Business & Economics,9780679730613,10,1,1991
3909,A Year in Provence,Peter Mayle,Provence (France),9780679731146,10,3,1991
3910,The Origin of Satan,Elaine Pagels,Religion,9780679731184,10,6,1996
3911,A History of the World in 10 1/2 Chapters,Julian Barnes,Fiction,9780679731375,10,4,1990
3912,"Go Down, Moses",William Faulkner,Fiction,9780679732174,10,1,1942
3913,Light in August,William Faulkner,Fiction,9780679732266,10,7,1985
3914,Chilly Scenes of Winter,Ann Beattie,Fiction,9780679732341,10,2,1991
3915,Shoot the Piano Player,David Goodis,Fiction,9780679732549,10,8,1990
3916,The Beggar Maid,Alice Munro,Fiction,9780679732716,10,5,1991
3917,A Midwife's Tale,Laurel Ulrich,Biography & Autobiography,9780679733768,10,1,1991
3918,The Woman in the Dunes,Kōbō Abe,Fiction,9780679733782,10,10,1964
3919,The Rebel,Albert Camus,Philosophy,9780679733843,10,3,1991
3920,The Art of Fiction,John Gardner,Language Arts & Disciplines,9780679734031,10,1,1991
3921,Success,Martin Amis,Fiction,9780679734482,10,9,1991
3922,Dead Babies,Martin Amis,Fiction,9780679734499,10,3,1975
3923,Crime and Punishment,Fyodor Dostoyevsky,Fiction,9780679734505,10,1,1993
3924,Hype and Glory,William Goldman,Performing Arts,9780679734789,10,3,1991
3925,The Heidi Chronicles and Other Plays,Wendy Wasserstein,Drama,9780679734994,10,3,1991
3926,Dispatches,Michael Herr,History,9780679735250,10,5,1991
3927,Touching the Rock,John M. Hull,Biography & Autobiography,9780679735472,10,6,1992
3928,American Psycho,Bret Easton Ellis,Fiction,9780679735779,10,3,1991
3929,The Unconsoled,Kazuo Ishiguro,Fiction,9780679735878,10,9,1996
3930,The Hamlet,William Faulkner,Fiction,9780679736530,10,9,1991
3931,Athena,John Banville,Fiction,9780679736851,10,8,1996
3932,The Radicalism of the American Revolution,Gordon S. Wood,History,9780679736882,10,10,1993
3933,Mortals,Norman Rush,Fiction,9780679737117,10,6,2004
3934,Selected Speeches and Writings,Abraham Lincoln,History,9780679737315,10,3,1992
3935,"Caramelo, Or, Puro Cuento",Sandra Cisneros,Fiction,9780679742586,10,7,2003
3936,Written on the Body,Jeanette Winterson,Fiction,9780679744474,10,8,1994
3937,After Henry,Joan Didion,Fiction,9780679745396,10,8,1993
3938,The grass harp,Truman Capote,Fiction,9780679745570,10,8,1993
3939,"Other Voices, Other Rooms",Truman Capote,Fiction,9780679745648,10,4,1994
3940,Sanctuary,William Faulkner,Fiction,9780679748144,10,9,1993
3941,The Great American Novel,Philip Roth,Fiction,9780679749066,10,1,1973
3942,The Comfort of Strangers,Ian McEwan,Fiction,9780679749844,10,10,2002
3943,"Asa, as I Knew Him",Susanna Kaysen,Fiction,9780679753773,10,2,1994
3944,The Death of Virgil,Hermann Broch,Fiction,9780679755487,10,9,1995
3945,The Son Avenger,Sigrid Undset,Fiction,9780679755524,10,10,1995
3946,When I was Puerto Rican,Esmeralda Santiago,Biography & Autobiography,9780679756767,10,5,1994
3947,When She was Good,Philip Roth,Fiction,9780679759256,10,9,1995
3948,In Pharaoh's Army,Tobias Wolff,Biography & Autobiography,9780679760238,10,9,1995
3949,Snow Country,Yasunari Kawabata,Fiction,9780679761044,10,10,1996
3950,Beauty and Sadness,Yasunari Kawabata,Fiction,9780679761051,10,1,1996
3951,Blues for Mister Charlie,James Baldwin,Drama,9780679761785,10,10,1995
3952,Aman,Virginia Lee Barnes,Biography & Autobiography,9780679762096,10,3,1994
3953,Thousand Cranes,川端康成,Fiction,9780679762652,10,3,1959
3954,Encore Provence,Peter Mayle,Travel,9780679762690,10,6,2000
3955,Art & Lies,Jeanette Winterson,Fiction,9780679762706,10,4,1996
3956,The Camera My Mother Gave Me,Susanna Kaysen,Biography & Autobiography,9780679763437,10,9,2002
3957,Corelli's Mandolin,Louis De Bernières,Fiction,9780679763970,10,6,1995
3958,"Resistance, Rebellion, and Death",Albert Camus,Fiction,9780679764014,10,7,1961
3959,Letting Go,Philip Roth,Fiction,9780679764175,10,9,1997
3960,The Simple Truth,Philip Levine,Poetry,9780679765844,10,3,1994
3961,Walt Whitman's America,David S. Reynolds,Biography & Autobiography,9780679767091,10,4,1996
3962,Selected Stories,Andre Dubus,Fiction,9780679767305,10,3,1996
3963,"South of the Border, West of the Sun",Haruki Murakami,Fiction,9780679767398,10,7,2000
3964,The Untouchable,John Banville,Fiction,9780679767473,10,4,1998
3965,Psycho Shop,Alfred Bester & Roger Zelazny,Fiction,9780679767824,10,4,2013
3966,A civil action,Jonathan Harr,Law,9780679772675,10,3,1996
3967,The Grotesque,Patrick McGrath,Fiction,9780679776215,10,4,1996
3968,The Road to Reality,Roger Penrose,Science,9780679776314,10,8,2007
3969,Birdsong,Sebastian Faulks,Fiction,9780679776819,10,3,1997
3970,The Living and the Dead,Paul Hendrickson,History,9780679781172,10,8,1997
3971,The Rules of Attraction,Bret Easton Ellis,Fiction,9780679781486,10,6,1998
3972,Less Than Zero,Bret Easton Ellis,Fiction,9780679781493,10,4,1998
3973,The Charterhouse of Parma,Stendhal,Fiction,9780679783183,10,3,2000
3974,Basic Writings of Nietzsche,Friedrich Wilhelm Nietzsche,Philosophy,9780679783398,10,5,2000
3975,Shalimar the Clown,Salman Rushdie,Fiction,9780679783480,10,5,2006
3976,In the Land of White Death,Valerian Ivanovich Alʹbanov,Biography & Autobiography,9780679783619,10,3,2000
3977,Fear and Loathing in Las Vegas,Hunter S. Thompson,Biography & Autobiography,9780679785897,10,7,1998
3978,In the Hand of the Goddess,Tamora Pierce,Juvenile Fiction,9780679801115,10,1,1997
3979,P.J. Funnybunny Camps Out,Marilyn Sadler,Juvenile Fiction,9780679832690,10,9,1993
3980,Junie B. Jones and a Little Monkey Business,Barbara Park,Juvenile Fiction,9780679838869,10,9,1993
3981,Ballet Shoes,Noel Streatfeild,Juvenile Fiction,9780679847595,10,10,1993
3982,"Dear God, Help!!! Love, Earl",Barbara Park,Juvenile Fiction,9780679853954,10,9,1994
3983,Theater Shoes,Noel Streatfeild,Juvenile Fiction,9780679854340,10,4,1994
3984,Daisy-head Mayzie,Dr. Seuss,Juvenile Fiction,9780679867128,10,1,1994
3985,Dr. Seuss's ABC,Dr. Seuss,Juvenile Fiction,9780679882817,10,10,1996
3986,The Berenstain Bears and the Blame Game,Stan Berenstain;Jan Berenstain,Juvenile Fiction,9780679887430,10,3,1997
3987,The Lorax,Dr. Seuss,Juvenile Fiction,9780679889106,10,1,1998
3988,The Trail of Tears,Joseph Bruchac;Diana Magnuson,Juvenile Nonfiction,9780679890522,10,1,1999
3989,Earthquake in the Early Morning,Mary Pope Osborne,Juvenile Fiction,9780679890706,10,6,2001
3990,The Cat in the Hat,Dr. Seuss,Juvenile Fiction,9780679891116,10,10,1997
3991,Leaves of Grass,Walt Whitman,American poetry,9780681224773,10,2,1998
3992,The More Than Complete Hitchhiker's Guide,Douglas Adams,Fiction,9780681403222,10,9,1987
3993,Every Night Italian,Giuliano Hazan,Cooking,9780684800288,10,1,2000
3994,"The Metamorphosis, in the Penal Colony and Other Stories",Franz Kafka,Fiction,9780684800707,10,4,2000
3995,The Great Gatsby,Francis Scott Fitzgerald,Computers,9780684801520,10,2,1995
3996,A Life in Letters,F. Scott Fitzgerald,Biography & Autobiography,9780684801537,10,2,1995
3997,The Pat Hobby Stories,F. Scott Fitzgerald,Fiction,9780684804422,10,6,1995
3998,The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,Fiction,9780684804453,10,10,1995
3999,The Garden of Eden,Ernest Hemingway,Fiction,9780684804521,10,3,1995
4000,American writers,Gale Group,Biography & Autobiography,9780684806372,10,3,2001
4001,"Janet, My Mother, and Me",William Murray,Biography & Autobiography,9780684809663,10,8,2000
4002,Achilles in Vietnam,Jonathan Shay,Psychology,9780684813219,10,3,1994
4003,John Adams,David McCullough,Biography & Autobiography,9780684813639,10,3,2001
4004,The Making of the Atomic Bomb,Richard Rhodes,History,9780684813783,10,1,1986
4005,Mere Christianity,C. S. Lewis,Religion,9780684823782,10,8,1996
4006,Italians,Luigi Barzini,History,9780684825007,10,2,1996
4007,The Promise of Rest,Reynolds Price,Fiction,9780684825106,10,1,1996
4008,The Reawakening,Primo Levi,Biography & Autobiography,9780684826356,10,9,1995
4009,Survival In Auschwitz,Primo Levi,Biography & Autobiography,9780684826806,10,3,1996
4010,Three case histories,Sigmund Freud;Philip Rieff,Psychology,9780684829456,10,3,1996
4011,The Sun Also Rises,Ernest Hemingway,Fiction,9780684830513,10,1,1996
4012,Touched With Fire,Kay Redfield Jamison,Psychology,9780684831831,10,5,1996
4013,The Denial of Death,Ernest Becker,Philosophy,9780684832401,10,5,1997
4014,A Calendar of Wisdom,Leo Tolstoy,Religion,9780684837932,10,3,1997
4015,Good as Gold,Joseph Heller,Fiction,9780684839745,10,9,1997
4016,Tolkien,David Day,Fiction,9780684839790,10,6,1991
4017,Something Happened,Joseph Heller,Fiction,9780684841212,10,5,1974
4018,God Knows,Joseph Heller,Fiction,9780684841250,10,2,1997
4019,On Death and Dying,Elisabeth Kübler-Ross,Family & Relationships,9780684842233,10,7,1997
4020,The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald;Matthew Joseph Bruccoli,Fiction,9780684842509,10,1,1998
4021,"Two Girls, Fat and Thin",Mary Gaitskill,Fiction,9780684843124,10,9,1998
4022,The Complete Short Stories Of Ernest Hemingway,Ernest Hemingway,Fiction,9780684843322,10,4,1998
4023,Soul of the Sword,Robert L. O'Connell,Technology & Engineering,9780684844077,10,7,2002
4024,Across the River and Into the Trees,Ernest Hemingway,Fiction,9780684844640,10,4,1998
4025,Unlimited Power,Tony Robbins,Self-Help,9780684845777,10,2,1997
4026,Tearing the Silence,Ursula Hegi,Social Science,9780684846118,10,4,1998
4027,The Wheel of Life,Elisabeth Kübler-Ross,Biography & Autobiography,9780684846316,10,5,1998
4028,Kate Vaiden,Reynolds Price,Fiction,9780684846941,10,4,1998
4029,Underworld,Don DeLillo,Fiction,9780684848150,10,8,1998
4030,Ronald Reagan,Dinesh D'Souza,Biography & Autobiography,9780684848235,10,4,1999
4031,The Children's Book of America,William J. Bennett;Michael Hague,Fiction,9780684849300,10,2,1998
4032,The Secret Diary of Anne Boleyn,Robin Maxwell,Fiction,9780684849690,10,4,1998
4033,The Fall of a Sparrow,Robert Hellenga,Fiction,9780684850276,10,5,1999
4034,The Walrus Was Paul,R. Gary Patterson,Music,9780684850627,10,3,1998
4035,Close Range,Annie Proulx,Fiction,9780684852225,10,3,2000
4036,The Last Temptation of Christ,Nikos Kazantzakis,Fiction,9780684852560,10,3,1998
4037,Shadow,Bob Woodward,History,9780684852638,10,1,2000
4038,Hamlet's Dresser,Bob Smith,Biography & Autobiography,9780684852706,10,5,2003
4039,Out of the Woods,Chris Offutt,Fiction,9780684853765,10,6,2000
4040,Merde!,Genevieve,Foreign Language Study,9780684854274,10,10,1998
4041,Merde Encore!,Genevieve,Foreign Language Study,9780684854281,10,2,1998
4042,Mad Cowboy,Howard F. Lyman;Glen Merzer,Health & Fitness,9780684854465,10,3,2001
4043,The Noonday Demon,Andrew Solomon,Psychology,9780684854670,10,10,2002
4044,Cryptozoology A To Z,Loren Coleman;Jerome Clark,Nature,9780684856025,10,9,1999
4045,The Rum Diary,Hunter S. Thompson,Fiction,9780684856476,10,1,1999
4046,Easy Riders Raging Bulls,Peter Biskind,Performing Arts,9780684857084,10,7,1999
4047,To Have and Have Not,Ernest Hemingway,Fiction,9780684859231,10,4,1999
4048,No Heroes,Chris Offutt,Biography & Autobiography,9780684865522,10,7,2003
4049,Jukebox Queen Of Malta,Nicholas Rinaldi,Fiction,9780684867427,10,2,2000
4050,Yesterday I Cried,Iyanla Vanzant,Self-Help,9780684867489,10,3,2000
4051,Of Time and the River,Thomas Wolfe,Fiction,9780684867854,10,8,1999
4052,Picture This,Joseph Heller,Fiction,9780684868196,10,3,2000
4053,The Mutineer,Hunter S. Thompson,Biography & Autobiography,9780684873176,10,2,2014
4054,Hey Rube,Hunter S. Thompson,Literary Collections,9780684873206,10,5,2005
4055,Screwjack,Hunter S. Thompson,Fiction,9780684873213,10,4,2000
4056,Exclusion and Embrace,Miroslav Volf,Religion,9780687002825,10,2,1996
4057,The Merlin Trilogy,Mary Stewart,Fiction,9780688003470,10,2,1980
4058,Karate is a Thing of the Spirit,Harry Crews,Fiction,9780688023720,10,2,1983
4059,Leadership and the One Minute Manager,Ken Blanchard;Patricia Zigarmi;Drea Zigarmi,Business & Economics,9780688039691,10,7,1999
4060,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Essentialism (Philosophy),9780688052300,10,7,1984
4061,A Short History of World War II,James L. Stokesbury,History,9780688085872,10,7,1980
4062,Worlds enough and time,Joe Haldeman;Joe W. Haldeman,Fiction,9780688090258,10,6,1992
4063,The first man in Rome,Colleen McCullough,Fiction,9780688093686,10,10,1990
4064,Ten Days to Self-Esteem,David D. Burns,Self-Help,9780688094553,10,1,1999
4065,Korean Short History,James L. Stokesbury,History,9780688095130,10,4,1990
4066,Trapped in T Mirror,Elan Golomb,Family & Relationships,9780688140717,10,8,1995
4067,"Julius, the Baby of the World",Kevin Henkes,Juvenile Fiction,9780688143886,10,10,1995
4068,The Twelve Dancing Princesses,Marianna Mayer,Juvenile Fiction,9780688143923,10,2,1998
4069,Love Poems,Nikki Giovanni,Poetry,9780688149895,10,2,1997
4070,Behind a Mask,Louisa May Alcott,Fiction,9780688151324,10,4,1997
4071,NYC Ballet Workout,Peter Martins,Health & Fitness,9780688152024,10,10,1997
4072,Kevin Trudeau's Mega Memory,Kevin Trudeau,Self-Help,9780688153878,10,3,1997
4073,Chester's Way,Kevin Henkes,Juvenile Fiction,9780688154721,10,6,1997
4074,The Purpose of Your Life,Carol Adrienne,"Body, Mind & Spirit",9780688166250,10,6,1999
4075,Naked Pictures of Famous People,Jon Stewart,Humor,9780688171629,10,3,1999
4076,Phantoms in the Brain,V. S. Ramachandran,Medical,9780688172176,10,9,1999
4077,The Lost Tomb,Kent R. Weeks,Social Science,9780688172244,10,4,1999
4078,Cloudy With a Chance of Meatballs,Judi Barrett,Juvenile Fiction,9780689707490,10,10,1982
4079,The Bears on Hemlock Mountain,Alice Dalgliesh,Juvenile Fiction,9780689716041,10,9,1992
4080,The Fourth of July Story,Alice Dalgliesh,Juvenile Nonfiction,9780689718762,10,8,1995
4081,My Name Is Maria Isabel,Alma Flor Ada;Ana M. Cerro,Juvenile Fiction,9780689802171,10,1,1995
4082,Hitty Her First Hundred Years,Rachel Field,Juvenile Fiction,9780689822841,10,4,1998
4083,A Child's Garden of Verses,Robert Louis Stevenson,Juvenile Fiction,9780689823824,10,1,1999
4084,Sad Underwear and Other Complications,Judith Viorst,Juvenile Nonfiction,9780689833762,10,1,2000
4085,Salt in His Shoes,Deloris Jordan;Roslyn M. Jordan,Juvenile Nonfiction,9780689834196,10,5,2003
4086,Where Is Baby's Mommy?,Karen Katz,Juvenile Nonfiction,9780689835612,10,2,2001
4087,Poppy,Avi,Children's stories,9780689837180,10,9,2005
4088,Silver on the Tree,Susan Cooper,Juvenile Fiction,9780689840333,10,1,2000
4089,The Tombs of Atuan,Ursula K. Le Guin,Fiction,9780689845369,10,10,2001
4090,"Sagwa, The Chinese Siamese Cat",Amy Tan,Juvenile Fiction,9780689846175,10,9,2001
4091,The Storm,Cynthia Rylant,Juvenile Fiction,9780689848827,10,2,2003
4092,Voting Rights Days,Ellen Weiss,Juvenile Fiction,9780689849121,10,8,2002
4093,Counting Christmas,Karen Katz,Juvenile Fiction,9780689849251,10,7,2003
4094,Who Wants a Cheap Rhinoceros?,Shel Silverstein,Juvenile Fiction,9780689851131,10,2,2002
4095,"What a Scare, Jesse Bear",Nancy White Carlstrom,Juvenile Fiction,9780689851902,10,8,2012
4096,The House of the Scorpion,Nancy Farmer,Young Adult Fiction,9780689852237,10,4,2004
4097,Dragondrums,Anne McCaffrey,Juvenile Fiction,9780689860065,10,4,2003
4098,Dragonsinger,Anne McCaffrey,Juvenile Fiction,9780689860072,10,7,2003
4099,"Moo, Baa, la la La!",Sandra Boynton,Animal sounds,9780689861130,10,4,2004
4100,The Octopus,Cynthia Rylant;Preston McDaniels,Juvenile Fiction,9780689862465,10,7,2005
4101,The Eagle,Cynthia Rylant;Preston McDaniels,Juvenile Fiction,9780689863110,10,3,2005
4102,Rash,Pete Hautman,Juvenile Fiction,9780689868016,10,5,2006
4103,The Children's Homer,Padraic Colum,Juvenile Fiction,9780689868832,10,5,2004
4104,Invisible,Pete Hautman,Juvenile Fiction,9780689869037,10,6,2006
